"","pos","last","first","numfirstlast","firstlast","index","player.id","woi.id","pC","pL","pR","pD","pG","DOB","Height","Weight","Shoots"
"184","C","Backlund","Mikael","[TSN] Mikael Backlund","Mikael Backlund",395,184,"backlmi89",0,0,0,0,0,"1989-03-17","6-0","198","L"
"185","D","Backman","Christian","[TSN] Christian Backman","Christian Backman",399,185,"backmch80",0,0,0,0,0,"1980-04-28","6-4","210","L"
"186","D","Backman","Mattias","[TSN] Mattias Backman","Mattias Backman",402,186,"backmma92",0,0,0,0,0,"1992-10-03","6-2","169","L"
"187","R","Backman","Sean","[TSN] Sean Backman","Sean Backman",404,187,"backmse86",0,0,0,0,0,"1986-04-29","5-9","170","R"
"188","C","Backstrom","Nicklas","[TSN] Nicklas Backstrom","Nicklas Backstrom",405,188,"backsni87",0,0,0,0,0,"1987-11-23","6-1","208","L"
"189","G","Backstrom","Niklas","[TSN] Niklas Backstrom","Niklas Backstrom",408,189,"backsni78",0,0,0,0,0,"1978-02-13","6-2","197","L"
"190","D","Backstrom","Nils","[TSN] Nils Backstrom","Nils Backstrom",413,190,"backsni86",0,0,0,0,0,"1986-06-29","6-0","183","R"
"191","L","Baddock","Brandon","[TSN] Brandon Baddock","Brandon Baddock",414,191,"baddobr95",0,0,0,0,0,"1995-03-29","6-3","205","L"
"192","L","Baertschi","Patrik","[TSN] Patrik Baertschi","Patrik Baertschi",416,192,"baertpa84",0,0,0,0,0,"1984-08-20","6-0","199","R"
"193","LR","Baertschi","Sven","[TSN] Sven Baertschi","Sven Baertschi",417,193,"baertsv92",0,0,0,0,0,"1992-10-05","5-11","190","L"
"194","D","Bagnall","Drew","[TSN] Drew Bagnall","Drew Bagnall",422,194,"bagnadr83",0,0,0,0,0,"1983-10-26","6-3","220","L"
"195","R","Bahensky","Zdenek","[TSN] Zdenek Bahensky","Zdenek Bahensky",425,195,"bahenzd86",0,0,0,0,0,"1986-01-03","6-2","190","L"
"196","D","Baier","Paul","[TSN] Paul Baier","Paul Baier",426,196,"baierpa85",0,0,0,0,0,"1985-02-02","6-3","212","R"
"197","C","Bailey","Casey","[CAP] BAILEY, CASEY","Casey Bailey",427,197,"baileca91",NA,NA,NA,NA,NA,"1991-10-22",NA,NA,NA
"198","R","Bailey","Jason","[TSN] Jason Bailey","Jason Bailey",429,198,"baileja87",0,0,0,0,0,"1987-06-04","6-0","205","R"
"199","RL","Bailey","Josh","[TSN] Josh Bailey","Josh Bailey",430,199,"bailejo89",0,0,0,0,0,"1989-10-02","6-1","194","L"
"200","C","Bailey","Justin","[TSN] Justin Bailey","Justin Bailey",434,200,"baileju95",0,0,0,0,0,"1995-07-01","6-3","186","R"
"201","C","Bailey","Kyle","[TSN] Kyle Bailey","Kyle Bailey",436,201,"baileky86",0,0,0,0,0,"1986-10-15","6-2","188","R"
"202","R","Bailey","Matt","[TSN] Matt Bailey","Matt Bailey",437,202,"bailema91",0,0,0,0,0,"1991-04-05","6-0","193","L"
"203","C","Baillargeon","Robert","[TSN] Robbie Baillargeon","Robert Baillargeon",439,203,"baillro93",0,0,0,0,0,"1993-11-26","6-0","170","R"
"204","C","Baillie","Tyson","[TSN] Tyson Baillie","Tyson Baillie",441,204,"baillty95",0,0,0,0,0,"1995-11-16","5-10","188","R"
"205","C","Baines","Ajay","[TSN] Ajay Baines","Ajay Baines",442,205,"baineaj78",0,0,0,0,0,"1978-03-25","5-9","183","L"
"206","L","Bala","Chris","[TSN] Chris Bala","Chris Bala",443,206,"balaxch78",0,0,0,0,0,"1978-09-24","6-1","196","L"
"207","C","Balan","Stanislav","[TSN] Stanislav Balan","Stanislav Balan",444,207,"balanst86",0,0,0,0,0,"1986-01-30","6-2","161","L"
"208","RL","Balastik","Jaroslav","[TSN] Jaroslav Balastik","Jaroslav Balastik",445,208,"balasja79",0,0,0,0,0,"1979-11-28","6-2","205","L"
"209","L","Balcers","Rudolfs","[CAP] Rudolfs Balcers","Rudolfs Balcers",447,209,"balceru97",NA,NA,NA,NA,NA,"1997-04-08",NA,NA,NA
"210","D","Baldaev","Victor","[TSN] Victor Baldaev","Victor Baldaev",448,210,"baldavi95",0,0,0,0,0,"1995-06-14","6-3","198","L"
"211","D","Baldwin","Gord","[TSN] Gord Baldwin","Gord Baldwin",449,211,"baldwgo87",0,0,0,0,0,"1987-03-01","6-5","199","L"
"212","D","Baldwin","Lee","[TSN] Lee Baldwin","Lee Baldwin",450,212,"baldwle88",0,0,0,0,0,"1988-04-26","6-3","200","L"
"213","R","Balej","Jozef","[TSN] Jozef Balej","Jozef Balej",451,213,"balejjo82",0,0,0,0,0,"1982-02-22","6-1","195","R"
"214","C","Balisy","Chase","[TSN] Chase Balisy","Chase Balisy",455,214,"balisch92",0,0,0,0,0,"1992-02-02","5-11","170","L"
"215","D","Ballard","Keith","[TSN] Keith Ballard","Keith Ballard",456,215,"ballake82",0,0,0,0,0,"1982-11-26","5-11","208","L"
"216","L","Balmochnykh","Maxim","[TSN] Maxim Balmochnykh","Maxim Balmochnykh",460,216,"balmoma79",0,0,0,0,0,"1979-03-07","6-1","210","L"
"217","L","Bancks","Carter","[TSN] Carter Bancks","Carter Bancks",461,217,"banckca89",0,0,0,0,0,"1989-08-09","5-11","181","L"
"218","D","Bancroft","Steve","[TSN] Steve Bancroft","Steve Bancroft",463,218,"bancrst70",0,0,0,0,0,"1970-10-06","6-1","214","L"
"219","LR","Bang","Daniel","[TSN] Daniel Bang","Daniel Bang",464,219,"bangxda87",0,0,0,0,0,"1987-04-19","6-3","208","L"
"220","R","Banham","Frank","[TSN] Frank Banham","Frank Banham",466,220,"banhafr75",0,0,0,0,0,"1975-04-14","6-0","190","R"
"221","D","Bannister","Drew","[TSN] Drew Bannister","Drew Bannister",469,221,"bannidr74",0,0,0,0,0,"1974-09-04","6-2","198","R"
"222","R","Baptiste","Nicholas","[TSN] Nicholas Baptiste","Nicholas Baptiste",470,222,"baptini95",0,0,0,0,0,"1995-08-04","6-1","189","R"
"223","R","Barabanov","Alexander","[TSN] Alexander Barabanov","Alexander Barabanov",472,223,"barabal94",0,0,0,0,0,"1994-06-17","5-10","183","L"
"224","D","Baranka","Ivan","[TSN] Ivan Baranka","Ivan Baranka",473,224,"baraniv85",0,0,0,0,0,"1985-05-19","6-3","205","L"
"225","L","Baranov","Konstantin","[CAP] BARANOV, KONSTANTIN","Konstantin Baranov",475,225,"baranko82",0,0,0,0,0,"1982-01-11",NA,NA,NA
"226","CL","Bararuk","David","[TSN] David Bararuk","David Bararuk",476,226,"bararda83",0,0,0,0,0,"1983-05-26","6-0","175","L"
"227","LC","Barbashev","Ivan","[TSN] Ivan Barbashev","Ivan Barbashev",477,227,"barbaiv95",0,0,0,0,0,"1995-12-14","6-0","180","L"
"228","R","Barber","Riley","[TSN] Riley Barber","Riley Barber",479,228,"barberi94",0,0,0,0,0,"1994-02-07","6-0","194","R"
"229","D","Barberio","Mark","[TSN] Mark Barberio","Mark Barberio",481,229,"barbema90",0,0,0,0,0,"1990-03-23","6-1","185","L"
"230","L","Barch","Krys","[TSN] Krys Barch","Krys Barch",484,230,"barchkr80",0,0,0,0,0,"1980-03-26","6-2","225","L"
"231","D","Barchenkov","Sergei","[TSN] Sergei Barchenkov","Sergei Barchenkov",490,231,"barchse95",0,0,0,0,0,"1995-03-21","5-11","161","L"
"232","C","Bardreau","Cole","[TSN] Cole Bardreau","Cole Bardreau",491,232,"bardrco93",0,0,0,0,0,"1993-07-22","5-10","184","R"
"233","D","Barinka","Michal","[TSN] Michal Barinka","Michal Barinka",492,233,"barinmi84",0,0,0,0,0,"1984-06-12","6-3","217","L"
"234","D","Barker","Cam","[TSN] Cam Barker","Cam Barker",494,234,"barkeca86",0,0,0,0,0,"1986-04-04","6-3","223","L"
"235","C","Barkov","Aleksander","[TSN] Aleksander Barkov","Aleksander Barkov",500,235,"barkoal95",0,0,0,0,0,"1995-09-02","6-3","213","L"
"236","LR","Barnaby","Matthew","[TSN] Matthew Barnaby","Matthew Barnaby",503,236,"barnama73",0,0,0,0,0,"1973-05-04","6-0","189","L"
"237","C","Barnes","Joe","[TSN] Joe Barnes","Joe Barnes",507,237,"barnejo86",0,0,0,0,0,"1986-06-16","6-3","225","L"
"238","L","Barnes","Ryan","[TSN] Ryan Barnes","Ryan Barnes",508,238,"barnery80",0,0,0,0,0,"1980-01-30","6-1","201","L"
"239","L","Barnes","Stu","[TSN] Stu Barnes","Stu Barnes",510,239,"barnest70",0,0,0,0,0,"1970-12-25","5-11","182","R"
"240","C","Barney","Scott","[TSN] Scott Barney","Scott Barney",513,240,"barnesc79",0,0,0,0,0,"1979-03-27","6-4","210","R"
"241","D","Baron","Murray","[TSN] Murray Baron","Murray Baron",516,241,"baronmu67",0,0,0,0,0,"1967-06-01","6-3","215","L"
"242","G","Barrasso","Tom","[TSN] Tom Barrasso","Tom Barrasso",518,242,"barrato65",0,0,0,0,0,"1965-03-31","6-3","210","R"
"243","LR","Barriball","Jay","[TSN] Jay Barriball","Jay Barriball",520,243,"barrija87",0,0,0,0,0,"1987-05-27","5-9","169","L"
"244","D","Barrie","Tyson","[TSN] Tyson Barrie","Tyson Barrie",521,244,"barrity91",0,0,0,0,0,"1991-07-26","5-10","190","R"
"245","R","Bartanus","Marek","[TSN] Marek Bartanus","Marek Bartanus",525,245,"bartama87",0,0,0,0,0,"1987-02-13","6-3","209","R"
"246","L","Bartecko","Lubos","[TSN] Lubos Bartecko","Lubos Bartecko",526,246,"bartelu76",0,0,0,0,0,"1976-07-14","5-11","200","L"
"247","D","Barthel","Clayton","[TSN] Clayton Barthel","Clayton Barthel",528,247,"barthcl86",0,0,0,0,0,"1986-04-02","6-2","205","L"
"248","D","Bartkowski","Matt","[TSN] Matt Bartkowski","Matt Bartkowski",529,248,"bartkma88",0,0,0,0,0,"1988-06-04","6-1","196","L"
"249","D","Bartley","Victor","[TSN] Victor Bartley","Victor Bartley",532,249,"bartlvi88",0,0,0,0,0,"1988-02-17","6-0","203","L"
"250","L","Bartos","Peter","[TSN] Peter Bartos","Peter Bartos",535,250,"bartope73",0,0,0,0,0,"1973-09-05","6-0","185","R"
"251","G","Bartosak","Patrik","[TSN] Patrik Bartosak","Patrik Bartosak",536,251,"bartopa93",0,0,0,0,0,"1993-03-29","6-1","187","L"
"252","LR","Bartovic","Milan","[TSN] Milan Bartovic","Milan Bartovic",538,252,"bartomi81",0,0,0,0,0,"1981-04-09","5-11","200","L"
"253","D","Bartulis","Oskars","[TSN] Oskars Bartulis","Oskars Bartulis",541,253,"bartuos87",0,0,0,0,0,"1987-01-21","6-2","184","L"
"254","G","Barulin","Konstantin","[TSN] Konstantin Barulin","Konstantin Barulin",543,254,"barulko84",0,0,0,0,0,"1984-09-04","6-2","200","L"
"255","C","Barzal","Mathew","[CAP] Mathew Barzal","Mathew Barzal",545,255,"barzama97",NA,NA,NA,NA,NA,"1997-05-26",NA,NA,NA
"256","R","Basaraba","Joe","[TSN] Joe Basaraba","Joe Basaraba",546,256,"basarjo92",0,0,0,0,0,"1992-05-02","6-2","191","R"
"257","L","Bashkirov","Andrei","[TSN] Andrei Bashkirov","Andrei Bashkirov",547,257,"bashkan70",0,0,0,0,0,"1970-06-22","6-0","215","L"
"258","L","Bashkirov","Ruslan","[TSN] Ruslan Bashkirov","Ruslan Bashkirov",548,258,"bashkru89",0,0,0,0,0,"1989-03-07","5-11","186","L"
"259","R","Bass","Cody","[TSN] Cody Bass","Cody Bass",550,259,"bassxco87",0,0,0,0,0,"1987-01-07","6-0","210","R"
"260","D","Bast","Ryan","[TSN] Ryan Bast","Ryan Bast",554,260,"bastxry75",0,0,0,0,0,"1975-08-27","6-2","190","L"
"261","C","Bates","Shawn","[TSN] Shawn Bates","Shawn Bates",555,261,"batessh75",0,0,0,0,0,"1975-04-03","6-0","210","R"
"262","C","Bathgate","Andy","[TSN] Andy Bathgate","Andy Bathgate",557,262,"bathgan91",0,0,0,0,0,"1991-02-26","6-0","164","L"
"263","L","Battaglia","Bates","[TSN] Bates Battaglia","Bates Battaglia",558,263,"battaba75",0,0,0,0,0,"1975-12-13","6-2","205","L"
"264","D","Baumgartner","Nolan","[TSN] Nolan Baumgartner","Nolan Baumgartner",563,264,"baumgno76",0,0,0,0,0,"1976-03-23","6-2","195","R"
"265",NA,"Baun","Kyle","[CAP] BAUN, KYLE","Kyle Baun",569,265,"baunxky92",NA,NA,NA,NA,NA,"1992-05-04",NA,NA,NA
"266","L","Bayda","Ryan","[TSN] Ryan Bayda","Ryan Bayda",571,266,"baydary80",0,0,0,0,0,"1980-12-09","5-11","185","L"
"267","R","Beach","Cody","[TSN] Cody Beach","Cody Beach",575,267,"beachco92",0,0,0,0,0,"1992-08-08","6-5","190","R"
"268","RL","Beach","Kyle","[TSN] Kyle Beach","Kyle Beach",577,268,"beachky90",0,0,0,0,0,"1990-01-13","6-3","208","R"
"269","RC","Beagle","Jay","[TSN] Jay Beagle","Jay Beagle",578,269,"beaglja85",0,0,0,0,0,"1985-10-16","6-3","215","R"
"270","D","Bear","Ethan","[CAP] Ethan Bear","Ethan Bear",581,270,"bearxet97",NA,NA,NA,NA,NA,"1997-06-26",NA,NA,NA
"271","R","Bearson","Zach","[TSN] Zach Bearson","Zach Bearson",582,271,"bearsza87",0,0,0,0,0,"1987-06-13","6-1","180","R"
"272","R","Beaton","Bronson","[TSN] Bronson Beaton","Bronson Beaton",583,272,"beatobr95",0,0,0,0,0,"1995-02-06","6-0","182","R"
"273","CR","Beattie","Matthew","[TSN] Matt Beattie","Matthew Beattie",584,273,"beattma92",0,0,0,0,0,"1992-12-14","6-3","173","R"
"274","D","Beauchemin","Francois","[TSN] Francois Beauchemin","Francois Beauchemin",586,274,"beaucfr80",0,0,0,0,0,"1980-06-04","6-1","207","L"
"275","G","Beauchemin","Rejean","[TSN] Rejean Beauchemin","Rejean Beauchemin",592,275,"beaucre85",0,0,0,0,0,"1985-05-03","6-1","202","L"
"276","C","Beaudin","Jean-Christophe","[CAP] Jean-Christophe Beaudin","Jean-Christophe Beaudin",593,276,"beaudje97",NA,NA,NA,NA,NA,"1997-03-25",NA,NA,NA
"277","L","Beaudin","Nicolas","[TSN] Nicolas Beaudin","Nicolas Beaudin",594,277,"beaudni95",0,0,0,0,0,"1995-03-08","5-11","168","L"
"278","L","Beaudoin","Eric","[TSN] Eric Beaudoin","Eric Beaudoin",595,278,"beauder80",0,0,0,0,0,"1980-05-03","6-5","210","L"
"279","RL","Beaudoin","Mathieu","[TSN] Mathieu Beaudoin","Mathieu Beaudoin",597,279,"beaudma84",0,0,0,0,0,"1984-04-06","5-10","180","R"
"280","C","Beaufait","Mark","[TSN] Mark Beaufait","Mark Beaufait",598,280,"beaufma70",0,0,0,0,0,"1970-05-13","5-9","170","R"
"281","L","Beaulieu","Josh","[TSN] Josh Beaulieu","Josh Beaulieu",599,281,"beauljo87",0,0,0,0,0,"1987-01-10","6-1","180","L"
"282","D","Beaulieu","Nathan","[TSN] Nathan Beaulieu","Nathan Beaulieu",600,282,"beaulna92",0,0,0,0,0,"1992-12-05","6-2","194","L"
"283","D","Beaulieu","Pierre-Olivier","[TSN] Pierre-Olivier Beaulieu","Pierre-Olivier Beaulieu",604,283,"beaulpi84",0,0,0,0,0,"1984-02-24","6-4","184","L"
"284","D","Beaupre","Gabriel","[TSN] Gabriel Beaupre","Gabriel Beaupre",605,284,"beaupga92",0,0,0,0,0,"1992-11-23","6-2","195","L"
"285","D","Beauregard","Mickael","[TSN] Mickael Beauregard","Mickael Beauregard",607,285,"beaurmi94",0,0,0,0,0,"1994-10-07","6-3","181","L"
"286","L","Beauvillier","Anthony","[CAP] Anthony Beauvillier","Anthony Beauvillier",608,286,"beauvan97",NA,NA,NA,NA,NA,"1997-06-08",NA,NA,NA
"287","L","Beauvillier","Francis","[TSN] Francis Beauvillier","Francis Beauvillier",609,287,"beauvfr93",0,0,0,0,0,"1993-10-22","6-1","181","L"
"288","D","Beaverson","Luke","[TSN] Luke Beaverson","Luke Beaverson",610,288,"beavelu84",0,0,0,0,0,"1984-12-11","6-4","208","L"
"289","RL","Beck","Taylor","[TSN] Taylor Beck","Taylor Beck",611,289,"beckxta91",0,0,0,0,0,"1991-05-13","6-2","203","R"
"290","C","Becker","Jack","[CAP] Jack Becker","Jack Becker",615,290,"beckeja97",NA,NA,NA,NA,NA,"1997-06-24",NA,NA,NA
"291","G","Beckford-Tseu","Chris","[TSN] Chris Beckford-Tseu","Chris Beckford-Tseu",616,291,"beckfch84",0,0,0,0,0,"1984-06-22","6-2","201","L"
"292","RL","Bednar","Jaroslav","[TSN] Jaroslav Bednar","Jaroslav Bednar",619,292,"bednaja76",0,0,0,0,0,"1976-11-09","6-0","198","R"
"293","G","Bednard","Ryan","[CAP] Ryan Bednard","Ryan Bednard",621,293,"bednary97",NA,NA,NA,NA,NA,"1997-03-31",NA,NA,NA
"294","G","Beech","Kevin","[TSN] Kevin Beech","Kevin Beech",622,294,"beechke86",0,0,0,0,0,"1986-09-23","6-4","183","L"
"295","C","Beech","Kris","[TSN] Kris Beech","Kris Beech",623,295,"beechkr81",0,0,0,0,0,"1981-02-05","6-3","211","L"
"296","LC","Begin","Steve","[TSN] Steve Begin","Steve Begin",630,296,"beginst78",0,0,0,0,0,"1978-06-14","6-0","192","L"
"297","L","Bekar","Derek","[TSN] Derek Bekar","Derek Bekar",637,297,"bekarde75",0,0,0,0,0,"1975-09-15","6-3","197","L"
"298","RD","Belak","Wade","[TSN] Wade Belak","Wade Belak",640,298,"belakwa76",0,0,0,0,0,"1976-07-03","6-5","222","R"
"299","G","Belanger","Alexandre","[TSN] Alexandre Belanger","Alexandre Belanger",644,299,"belanal95",0,0,0,0,0,"1995-08-19","6-1","170","L"
"300","C","Belanger","Eric","[TSN] Eric Belanger","Eric Belanger",646,300,"belaner77",0,0,0,0,0,"1977-12-16","5-11","185","L"
"301","L","Belanger","Francis","[TSN] Francis Belanger","Francis Belanger",651,301,"belanfr78",0,0,0,0,0,"1978-01-15","6-3","228","L"
"302","C","Belanger","Jesse","[TSN] Jesse Belanger","Jesse Belanger",652,302,"belanje69",0,0,0,0,0,"1969-06-15","6-1","190","R"
"303","L","Belanger","Ken","[TSN] Ken Belanger","Ken Belanger",653,303,"belanke74",0,0,0,0,0,"1974-05-14","6-4","225","L"
"304","L","Beleskey","Matt","[TSN] Matt Beleskey","Matt Beleskey",656,304,"belesma88",0,0,0,0,0,"1988-06-07","6-0","206","L"
"305","G","Belfour","Ed","[TSN] Ed Belfour","Ed Belfour",660,305,"belfoed65",0,0,0,0,0,"1965-04-21","5-11","202","L"
"306","D","Bell","Brendan","[TSN] Brendan Bell","Brendan Bell",662,306,"bellxbr83",0,0,0,0,0,"1983-03-31","6-2","205","L"
"307","CL","Bell","Mark","[TSN] Mark Bell","Mark Bell",667,307,"bellxma80",0,0,0,0,0,"1980-08-05","6-4","220","L"
"308","L","Bell","Myles","[TSN] Myles Bell","Myles Bell",672,308,"bellxmy93",0,0,0,0,0,"1993-08-19","6-0","212","R"
"309","R","Bellamy","Rob","[TSN] Rob Bellamy","Rob Bellamy",674,309,"bellaro85",0,0,0,0,0,"1985-05-30","6-1","190","R"
"310","D","Belle","Shawn","[TSN] Shawn Belle","Shawn Belle",675,310,"bellesh85",0,0,0,0,0,"1985-01-03","6-1","240","L"
"311","C","Bellefeuille","Blake","[TSN] Blake Bellefeuille","Blake Bellefeuille",680,311,"bellebl77",0,0,0,0,0,"1977-12-27","5-10","208","R"
"312","CL","Bellemare","Pierre-Edouard","[TSN] Pierre-Edouard Bellemare","Pierre-Edouard Bellemare",682,312,"bellepi85",0,0,0,0,0,"1985-03-06","6-0","198","L"
"313","R","Bellemare","Thomas","[TSN] Thomas Bellemare","Thomas Bellemare",685,313,"belleth84",0,0,0,0,0,"1984-01-11","6-3","222","R"
"314","D","Bellemore","Brett","[TSN] Brett Bellemore","Brett Bellemore",686,314,"bellebr88",0,0,0,0,0,"1988-06-25","6-4","225","R"
"315","L","Beller","Greg","[TSN] Greg Beller","Greg Beller",689,315,"bellegr87",0,0,0,0,0,"1987-01-22","6-3","220","L"
"316","R","Bellerive","Matthieu","[TSN] Matthieu Bellerive","Matthieu Bellerive",690,316,"bellema94",0,0,0,0,0,"1994-12-07","5-10","188","R"
"317","C","Bellissimo","Vince","[TSN] Vince Bellissimo","Vince Bellissimo",691,317,"bellivi82",0,0,0,0,0,"1982-12-14","6-0","199","R"
"318","D","Belov","Anton","[TSN] Anton Belov","Anton Belov",692,318,"belovan86",0,0,0,0,0,"1986-07-29","6-4","218","L"
"319","D","Belpedio","Louis","[CAP] BELPEDIO, LOUIS","Louis Belpedio",694,319,"belpelo96",0,0,0,0,0,"1996-05-14",NA,NA,NA
"320","R","Bembridge","Garett","[TSN] Garett Bembridge","Garett Bembridge",695,320,"bembrga81",0,0,0,0,0,"1981-07-06","6-0","180","R"
"321","DC","Benda","Jan","[TSN] Jan Benda","Jan Benda",696,321,"bendaja72",0,0,0,0,0,"1972-04-28","6-3","215","R"
"322","D","Bender","Tim","[TSN] Tim Bender","Tim Bender",697,322,"bendeti95",0,0,0,0,0,"1995-03-19","6-0","174","L"
"323","D","Bendfeld","Jordan","[TSN] Jordan Bendfeld","Jordan Bendfeld",698,323,"bendfjo88",0,0,0,0,0,"1988-02-09","6-2","216","R"
"324","D","Bengtsson","Rasmus","[TSN] Rasmus Bengtsson","Rasmus Bengtsson",699,324,"bengtra93",0,0,0,0,0,"1993-05-14","6-2","193","L"
"325","L","Benn","Jamie","[TSN] Jamie Benn","Jamie Benn",700,325,"bennxja89",0,0,0,0,0,"1989-07-18","6-2","210","L"
"326","D","Benn","Jordie","[TSN] Jordie Benn","Jordie Benn",703,326,"bennxjo87",0,0,0,0,0,"1987-07-26","6-2","200","L"
"327","LR","Bennett","Beau","[TSN] Beau Bennett","Beau Bennett",707,327,"bennebe91",0,0,0,0,0,"1991-11-27","6-2","195","R"
"328","G","Bennett","Brett","[TSN] Brett Bennett","Brett Bennett",710,328,"bennebr88",0,0,0,0,0,"1988-03-08","6-1","185","L"
"329","D","Bennett","Mac","[TSN] Mac Bennett","Mac Bennett",711,329,"bennema91",0,0,0,0,0,"1991-03-25","6-0","182","L"
"330","C","Bennett","Sam","[TSN] Sam Bennett","Sam Bennett",713,330,"bennesa96",0,0,0,0,0,"1996-06-20","6-0","178","L"
"331","L","Bennett","Spencer","[TSN] Spencer Bennett","Spencer Bennett",716,331,"bennesp90",0,0,0,0,0,"1990-10-31","6-4","185","L"
"332","D","Benning","Matthew","[TSN] Matthew Benning","Matthew Benning",717,332,"bennima94",0,0,0,0,0,"1994-05-25","6-0","218","R"
"333","D","Benoit","Andre","[TSN] Andre Benoit","Andre Benoit",719,333,"benoian84",0,0,0,0,0,"1984-01-06","5-11","191","L"
"334","L","Bentivoglio","Sean","[TSN] Sean Bentivoglio","Sean Bentivoglio",723,334,"bentise85",0,0,0,0,0,"1985-10-16","5-10","190","L"
"335","D","Benysek","Ladislav","[TSN] Ladislav Benysek","Ladislav Benysek",725,335,"benysla75",0,0,0,0,0,"1975-03-24","6-2","190","L"
"336","LC","Beranek","Josef","[TSN] Josef Beranek","Josef Beranek",727,336,"beranjo69",0,0,0,0,0,"1969-10-25","6-2","195","L"
"337","D","Berard","Bryan","[TSN] Bryan Berard","Bryan Berard",728,337,"berarbr77",0,0,0,0,0,"1977-03-05","6-2","220","L"
"338","D","Berehowsky","Drake","[TSN] Drake Berehowsky","Drake Berehowsky",732,338,"berehdr72",0,0,0,0,0,"1972-01-03","6-2","225","R"
"339","D","Berenzweig","Andy","[TSN] Andy Berenzweig","Andy Berenzweig",735,339,"berenan77",0,0,0,0,0,"1977-08-08","6-1","217","L"
"340","L","Berezin","Sergei","[TSN] Sergei Berezin","Sergei Berezin",737,340,"berezse71",0,0,0,0,0,"1971-11-05","5-10","200","R"
"341","D","Berg","Aki","[TSN] Aki Berg","Aki Berg",739,341,"bergxak77",0,0,0,0,0,"1977-07-28","6-3","213","L"
"342","L","Bergenheim","Sean","[TSN] Sean Bergenheim","Sean Bergenheim",741,342,"bergese84",0,0,0,0,0,"1984-02-08","5-10","201","L"
"343","RC","Berger","Alain","[TSN] Alain Berger","Alain Berger",746,343,"bergeal90",0,0,0,0,0,"1990-12-27","6-4","205","R"
"344","D","Bergeron","Marc-Andre","[TSN] Marc-Andre Bergeron","Marc-Andre Bergeron",747,344,"bergema80",0,0,0,0,0,"1980-10-13","5-9","190","L"
"345","C","Bergeron","Patrice","[TSN] Patrice Bergeron","Patrice Bergeron",751,345,"bergepa85",0,0,0,0,0,"1985-07-24","6-2","194","R"
"346","D","Bergevin","Marc","[TSN] Marc Bergevin","Marc Bergevin",754,346,"bergema65",0,0,0,0,0,"1965-08-11","6-1","209","L"
"347","RL","Bergfors","Niclas","[TSN] Niclas Bergfors","Niclas Bergfors",758,347,"bergfni87",0,0,0,0,0,"1987-03-07","5-10","194","R"
"348","D","Bergin","Mike","[TSN] Mike Bergin","Mike Bergin",763,348,"bergimi88",0,0,0,0,0,"1988-06-30","6-3","197","L"
"349","RL","Berglund","Christian","[TSN] Christian Berglund","Christian Berglund",764,349,"berglch80",0,0,0,0,0,"1980-03-12","5-11","195","L"
"350","D","Berglund","Kristofer","[TSN] Kristofer Berglund","Kristofer Berglund",767,350,"berglkr88",0,0,0,0,0,"1988-08-12","5-10","180","L"
"351","C","Berglund","Patrik","[TSN] Patrik Berglund","Patrik Berglund",768,351,"berglpa88",0,0,0,0,0,"1988-06-02","6-3","217","L"
"352","D","Bergman","Julius","[TSN] Julius Bergman","Julius Bergman",771,352,"bergmju95",0,0,0,0,0,"1995-11-02","6-1","187","R"
"353","G","Bergvik","Fredrik","[TSN] Fredrik Bergvik","Fredrik Bergvik",773,353,"bergvfr95",0,0,0,0,0,"1995-02-14","6-1","189","L"
"354","G","Berkhoel","Adam","[TSN] Adam Berkhoel","Adam Berkhoel",775,354,"berkhad81",0,0,0,0,0,"1981-05-16","5-11","185","L"
"355","D","Berkovitz","Matthew","[CAP] BERKOVITZ, MATTHEW","Matthew Berkovitz",777,355,"berkoma96",0,0,0,0,0,"1996-02-16",NA,NA,NA
"356","L","Bernard","Ashton","[TSN] Ashton Bernard","Ashton Bernard",778,356,"bernaas90",0,0,0,0,0,"1990-02-05","6-4","195","L"
"357","R","Bernhardt","Daniel","[CAP] Daniel Bernhardt","Daniel Bernhardt",779,357,"bernhda96",NA,NA,NA,NA,NA,"1996-04-11",NA,NA,NA
