"","pos","last","first","numfirstlast","firstlast","index","player.id","woi.id","pC","pL","pR","pD","pG","DOB","Height","Weight","Shoots"
"172","C","ANDERSON","ERIK","[TSN] Erik Anderson","ERIK ANDERSON",170,81,"anderer78",0,0,0,0,0,"1978-03-06","5-9","190","L"
"173","D","ANDERSON","HARLAN","[TSN] Harlan Anderson","HARLAN ANDERSON",171,82,"anderha82",0,0,0,0,0,"1982-10-17","6-2","200","R"
"174","G","ANDERSON","JON-PAUL","[TSN] J.P. Anderson","JON-PAUL ANDERSON",172,83,"anderjo92",0,0,0,0,0,"1992-04-27","5-11","185","R"
"175","G","ANDERSON","JON-PAUL","[CAP] ANDERSON, JON-PAUL","JON-PAUL ANDERSON",173,83,"anderjo92",0,0,0,0,0,"1992-04-27","5-11","185","R"
"176","G","ANDERSON","JON-PAUL","36 JON-PAUL ANDERSON","JON-PAUL ANDERSON",174,83,"anderjo92",0,0,0,0,1,"1992-04-27","5-11","185","R"
"177","RL","ANDERSON","JOSH","[TSN] Josh Anderson","JOSH ANDERSON",175,84,"anderjo94",0,0,0,0,0,"1994-05-07","6-1","183","L"
"178","RL","ANDERSON","JOSH","[CAP] ANDERSON, JOSH","JOSH ANDERSON",176,84,"anderjo94",0,0,0,0,0,"1994-05-07","6-1","183","L"
"179","RL","ANDERSON","JOSH","53 JOSH ANDERSON","JOSH ANDERSON",177,84,"anderjo94",0,0,12,0,0,"1994-05-07","6-1","183","L"
"180","RL","ANDERSON","JOSH","34 JOSH ANDERSON","JOSH ANDERSON",13373,84,"anderjo94",0,0,10,0,0,"1994-05-07","6-1","183","L"
"181","R","ANDERSON","MATT","[TSN] Matt Anderson","MATT ANDERSON",178,85,"anderma82",0,0,0,0,0,"1982-10-31","5-11","195","R"
"182","R","ANDERSON","MATT","12 MATT ANDERSON","MATT ANDERSON",179,85,"anderma82",2,0,0,0,0,"1982-10-31","5-11","195","R"
"183","D","ANDERSON","R.J.","[TSN] R.J. Anderson","R.J. ANDERSON",180,86,"anderrj86",0,0,0,0,0,"1986-07-16","6-0","190","R"
"184","R","ANDERSON","STEPHEN","[TSN] Stephen Anderson","STEPHEN ANDERSON",181,87,"anderst94",0,0,0,0,0,"1994-12-23","5-11","195","R"
"185","D","Andersson","Rasmus","[CAP] Rasmus Andersson","Rasmus Andersson",182,88,"anderra96",NA,NA,NA,NA,NA,"1996-10-27",NA,NA,NA
"186","D","ANDERSSON","CALLE","[TSN] Calle Andersson","CALLE ANDERSSON",183,89,"anderca94",0,0,0,0,0,"1994-05-16","6-2","211","R"
"187","D","ANDERSSON","CALLE","[CAP] ANDERSSON, CALLE","CALLE ANDERSSON",184,89,"anderca94",0,0,0,0,0,"1994-05-16","6-2","211","R"
"188","C","ANDERSSON","JOAKIM","[TSN] Joakim Andersson","JOAKIM ANDERSSON",185,90,"anderjo89",0,0,0,0,0,"1989-02-05","6-2","206","L"
"189","C","ANDERSSON","JOAKIM","[CAP] ANDERSSON, JOAKIM","JOAKIM ANDERSSON",186,90,"anderjo89",0,0,0,0,0,"1989-02-05","6-2","206","L"
"190","C","ANDERSSON","JOAKIM","63 JOAKIM ANDERSSON","JOAKIM ANDERSSON",187,90,"anderjo89",57,0,0,0,0,"1989-02-05","6-2","206","L"
"191","C","ANDERSSON","JOAKIM","18 JOAKIM ANDERSSON","JOAKIM ANDERSSON",188,90,"anderjo89",308,0,0,0,0,"1989-02-05","6-2","206","L"
"192","C","ANDERSSON","JOHAN A.","[TSN] Johan A. Andersson","JOHAN A. ANDERSSON",189,91,"anderjo84",0,0,0,0,0,"1984-05-18","6-1","201","L"
"193","RL","ANDERSSON","JONAS","[TSN] Jonas Andersson","JONAS ANDERSSON",190,92,"anderjo81",0,0,0,0,0,"1981-02-24","6-3","204","L"
"194","RL","ANDERSSON","JONAS","24 JONAS ANDERSSON","JONAS ANDERSSON",191,92,"anderjo81",0,0,4,0,0,"1981-02-24","6-3","204","L"
"195","L","ANDERSSON","NIKLAS","[TSN] Niklas Andersson","NIKLAS ANDERSSON",192,93,"anderni71",0,0,0,0,0,"1971-05-20","5-9","180","L"
"196","D","ANDERSSON","PETER","[TSN] Peter Andersson","PETER ANDERSSON",193,94,"anderpe91",0,0,0,0,0,"1991-04-13","6-3","194","L"
"197","D","ANDERSSON","PETER","[CAP] ANDERSSON, PETER","PETER ANDERSSON",194,94,"anderpe91",0,0,0,0,0,"1991-04-13","6-3","194","L"
"198","CL","ANDREOFF","ANDY","[TSN] Andy Andreoff","ANDY ANDREOFF",195,95,"andrean91",0,0,0,0,0,"1991-05-17","6-1","201","L"
"199","CL","ANDREOFF","ANDY","[CAP] ANDREOFF, ANDY","ANDY ANDREOFF",196,95,"andrean91",0,0,0,0,0,"1991-05-17","6-1","201","L"
"200","CL","ANDREOFF","ANDY","15 ANDY ANDREOFF","ANDY ANDREOFF",197,95,"andrean91",77,0,0,0,0,"1991-05-17","6-1","201","L"
"201","C","ANDREWS","BOBBY","[TSN] Bobby Andrews","BOBBY ANDREWS",198,96,"andrebo78",0,0,0,0,0,"1978-01-05","6-1","200","L"
"202","L","ANDREWS","BRENT","[TSN] Brent Andrews","BRENT ANDREWS",199,97,"andrebr93",0,0,0,0,0,"1993-01-19","6-2","200","L"
"203","L","ANDREYCHUK","DAVE","[TSN] Dave Andreychuk","DAVE ANDREYCHUK",200,98,"andreda63",0,0,0,0,0,"1963-09-29","6-4","220","R"
"204","L","ANDREYCHUK","DAVE","25 DAVE ANDREYCHUK","DAVE ANDREYCHUK",201,98,"andreda63",0,221,0,0,0,"1963-09-29","6-4","220","R"
"205","RL","ANDRIGHETTO","SVEN","[TSN] Sven Andrighetto","SVEN ANDRIGHETTO",202,99,"andrisv93",0,0,0,0,0,"1993-03-21","5-9","188","L"
"206","RL","ANDRIGHETTO","SVEN","[CAP] ANDRIGHETTO, SVEN","SVEN ANDRIGHETTO",203,99,"andrisv93",0,0,0,0,0,"1993-03-21","5-9","188","L"
"207","RL","ANDRIGHETTO","SVEN","58 SVEN ANDRIGHETTO","SVEN ANDRIGHETTO",204,99,"andrisv93",0,0,24,0,0,"1993-03-21","5-9","188","L"
"208","RL","ANDRIGHETTO","SVEN","42 SVEN ANDRIGHETTO","SVEN ANDRIGHETTO",13378,99,"andrisv93",0,0,17,0,0,"1993-03-21","5-9","188","L"
"209","LR","ANDRONOV","SERGEI","[TSN] Sergey Andronov","SERGEI ANDRONOV",205,100,"androse89",0,0,0,0,0,"1989-07-19","6-2","190","L"
"210","LR","ANDRONOV","SERGEI","[CAP] ANDRONOV, SERGEI","SERGEI ANDRONOV",206,100,"androse89",0,0,0,0,0,"1989-07-19","6-2","190","L"
"211","D","ANELOSKI","BRYCE","[TSN] Bryce Aneloski","BRYCE ANELOSKI",207,101,"anelobr90",0,0,0,0,0,"1990-04-27","6-2","197","R"
"212","L","ANGELIDIS","MIKE","[TSN] Mike Angelidis","MIKE ANGELIDIS",208,102,"angelmi85",0,0,0,0,0,"1985-06-27","6-1","212","L"
"213","L","ANGELIDIS","MIKE","[CAP] ANGELIDIS, MICHAEL","MIKE ANGELIDIS",209,102,"angelmi85",0,0,0,0,0,"1985-06-27","6-1","212","L"
"214","L","ANGELIDIS","MIKE","59 MIKE ANGELIDIS","MIKE ANGELIDIS",210,102,"angelmi85",0,6,0,0,0,"1985-06-27","6-1","212","L"
"215","L","ANGELIDIS","MIKE","10 MIKE ANGELIDIS","MIKE ANGELIDIS",211,102,"angelmi85",0,5,0,0,0,"1985-06-27","6-1","212","L"
"216","L","ANGELIDIS","MIKE","15 MIKE ANGELIDIS","MIKE ANGELIDIS",212,102,"angelmi85",0,6,0,0,0,"1985-06-27","6-1","212","L"
"217","C","ANGELLO","ANTHONY","[CAP] ANGELLO, ANTHONY","ANTHONY ANGELLO",213,103,"angelan96",0,0,0,0,0,"1996-03-06",NA,NA,NA
"218","L","ANGELSTAD","MEL","[TSN] Mel Angelstad","MEL ANGELSTAD",214,104,"angelme72",0,0,0,0,0,"1972-10-31","6-2","214","L"
"219","L","ANGELSTAD","MEL","69 MEL ANGELSTAD","MEL ANGELSTAD",215,104,"angelme72",0,2,0,0,0,"1972-10-31","6-2","214","L"
"220","D","ANIKEYENKO","VITALY","[TSN] Vitaly Anikeyenko","VITALY ANIKEYENKO",216,105,"anikevi87",0,0,0,0,0,"1987-01-02","6-3","198","R"
"221","C","ANISIMOV","ARTEM","[TSN] Artem Anisimov","ARTEM ANISIMOV",217,106,"anisiar88",0,0,0,0,0,"1988-05-24","6-4","200","L"
"222","C","ANISIMOV","ARTEM","[CAP] ANISIMOV, ARTEM","ARTEM ANISIMOV",218,106,"anisiar88",0,0,0,0,0,"1988-05-24","6-4","200","L"
"223","C","ANISIMOV","ARTEM","42 ARTEM ANISIMOV","ARTEM ANISIMOV",219,106,"anisiar88",583,0,0,0,0,"1988-05-24","6-4","200","L"
"224","C","ANISIMOV","ARTEM","15 ARTEM ANISIMOV","ARTEM ANISIMOV",13223,106,"anisiar88",51,0,0,0,0,"1988-05-24","6-4","200","L"
"225","L","ANSHAKOV","SERGEI","[TSN] Sergei Anshakov","SERGEI ANSHAKOV",220,107,"anshase84",0,0,0,0,0,"1984-01-13","6-3","179","L"
"226","L","ANSHAKOV","SERGEI","[CAP] ANSHAKOV, SERGEI","SERGEI ANSHAKOV",221,107,"anshase84",0,0,0,0,0,"1984-01-13","6-3","179","L"
"227","L","ANTHONY","STEVEN","[TSN] Steven Anthony","STEVEN ANTHONY",222,108,"anthost91",0,0,0,0,0,"1991-03-21","6-1","205","L"
"228","L","ANTONEN","JOOSE","[TSN] Joose Antonen","JOOSE ANTONEN",223,109,"antonjo95",0,0,0,0,0,"1995-04-28","6-1.5","183","R"
"229","D","ANTONIETTI","ELIOT","[TSN] Eliot Antonietti","ELIOT ANTONIETTI",224,110,"antonel93",0,0,0,0,0,"1993-01-27","6-6","236","R"
"230","RC","ANTROPOV","NIK","[TSN] Nik Antropov","NIK ANTROPOV",225,111,"antroni80",0,0,0,0,0,"1980-02-18","6-6","245","L"
"231","RC","ANTROPOV","NIK","11 NIK ANTROPOV","NIK ANTROPOV",226,111,"antroni80",50,0,0,0,0,"1980-02-18","6-6","245","L"
"232","RC","ANTROPOV","NIK","80 NIK ANTROPOV","NIK ANTROPOV",227,111,"antroni80",549,0,0,0,0,"1980-02-18","6-6","245","L"
"233","RC","ANTROPOV","NIK","80 NIKOLAI ANTROPOV","NIK ANTROPOV",228,111,"antroni80",70,0,0,0,0,"1980-02-18","6-6","245","L"
"234","R","ANTTILA","MARKO","[TSN] Marko Anttila","MARKO ANTTILA",229,112,"anttima85",0,0,0,0,0,"1985-05-27","6-7","226","R"
"235","C","Appleton","Mason","[CAP] Mason Appleton","Mason Appleton",230,113,"applema96",NA,NA,NA,NA,NA,"1996-01-15",NA,NA,NA
"236","R","AQUINO","ANTHONY","[TSN] Anthony Aquino","ANTHONY AQUINO",231,114,"aquinan82",0,0,0,0,0,"1982-08-01","5-10","190","R"
"237","CL","AQUINO","LUCIANO","[TSN] Luciano Aquino","LUCIANO AQUINO",232,115,"aquinlu85",0,0,0,0,0,"1985-01-26","5-9","198","L"
"238","L","ARCHAMBAULT","OLIVIER","[TSN] Olivier Archambault","OLIVIER ARCHAMBAULT",233,116,"archaol93",0,0,0,0,0,"1993-02-16","5-11","177","L"
"239","D","ARCHER","ANDREW","[TSN] Andrew Archer","ANDREW ARCHER",234,117,"archean83",0,0,0,0,0,"1983-05-15","6-4","213","R"
"240","D","ARCHIBALD","BRANDON","[TSN] Brandon Archibald","BRANDON ARCHIBALD",235,118,"archibr92",0,0,0,0,0,"1992-03-31","6-4","200","R"
"241","L","ARCHIBALD","DARREN","[TSN] Darren Archibald","DARREN ARCHIBALD",236,119,"archida90",0,0,0,0,0,"1990-02-09","6-3","210","L"
"242","L","ARCHIBALD","DARREN","[CAP] ARCHIBALD, DARREN","DARREN ARCHIBALD",237,119,"archida90",0,0,0,0,0,"1990-02-09","6-3","210","L"
"243","L","ARCHIBALD","DARREN","49 DARREN ARCHIBALD","DARREN ARCHIBALD",238,119,"archida90",0,0,32,0,0,"1990-02-09","6-3","210","L"
"244","RL","ARCHIBALD","JOSH","[TSN] Josh Archibald","JOSH ARCHIBALD",239,120,"archijo92",0,0,0,0,0,"1992-10-06","5-10","181","R"
"245","RL","ARCHIBALD","JOSH","[CAP] ARCHIBALD, JOSH","JOSH ARCHIBALD",240,120,"archijo92",0,0,0,0,0,"1992-10-06","5-10","181","R"
"246","CR","ARCOBELLO","MARK","[TSN] Mark Arcobello","MARK ARCOBELLO",241,121,"arcobma88",0,0,0,0,0,"1988-08-12","5-8","166","R"
"247","CR","ARCOBELLO","MARK","[CAP] ARCOBELLO, MARK","MARK ARCOBELLO",242,121,"arcobma88",0,0,0,0,0,"1988-08-12","5-8","166","R"
"248","CR","ARCOBELLO","MARK","62 MARK ARCOBELLO","MARK ARCOBELLO",243,121,"arcobma88",0,0,1,0,0,"1988-08-12","5-8","166","R"
"249","CR","ARCOBELLO","MARK","26 MARK ARCOBELLO","MARK ARCOBELLO",244,121,"arcobma88",0,0,182,0,0,"1988-08-12","5-8","166","R"
"250","CR","ARCOBELLO","MARK","36 MARK ARCOBELLO","MARK ARCOBELLO",245,121,"arcobma88",0,0,54,0,0,"1988-08-12","5-8","166","R"
"251","CR","ARCOBELLO","MARK","33 MARK ARCOBELLO","MARK ARCOBELLO",13213,121,"arcobma88",0,0,11,0,0,"1988-08-12","5-8","166","R"
"252","D","ARDELAN","MARK","[TSN] Mark Ardelan","MARK ARDELAN",246,122,"ardelma83",0,0,0,0,0,"1983-03-16","5-11","202","L"
"253","C","ARKHIPOV","DENIS","[TSN] Denis Arkhipov","DENIS ARKHIPOV",247,123,"arkhide79",0,0,0,0,0,"1979-05-19","6-3","214","L"
"254","C","ARKHIPOV","DENIS","25 DENIS ARKHIPOV","DENIS ARKHIPOV",248,123,"arkhide79",111,30,0,0,0,"1979-05-19","6-3","214","L"
"255","C","ARKHIPOV","DENIS","19 DENIS ARKHIPOV","DENIS ARKHIPOV",249,123,"arkhide79",75,4,0,0,0,"1979-05-19","6-3","214","L"
"256","R","ARMIA","JOEL","[TSN] Joel Armia","JOEL ARMIA",250,124,"armiajo93",0,0,0,0,0,"1993-05-31","6-3","187","R"
"257","R","ARMIA","JOEL","[CAP] ARMIA, JOEL","JOEL ARMIA",251,124,"armiajo93",0,0,0,0,0,"1993-05-31","6-3","187","R"
"258","R","ARMIA","JOEL","33 JOEL ARMIA","JOEL ARMIA",252,124,"armiajo93",0,0,2,0,0,"1993-05-31","6-3","187","R"
"259","R","ARMIA","JOEL","40 JOEL ARMIA","JOEL ARMIA",13409,124,"armiajo93",0,0,18,0,0,"1993-05-31","6-3","187","R"
"260","D","ARMSTRONG","CHRIS","[TSN] Chris Armstrong","CHRIS ARMSTRONG",253,125,"armstch75",0,0,0,0,0,"1975-06-26","6-0","205","L"
"261","D","ARMSTRONG","CHRIS","41 CHRIS ARMSTRONG","CHRIS ARMSTRONG",254,125,"armstch75",0,0,0,4,0,"1975-06-26","6-0","205","L"
"262","RL","ARMSTRONG","COLBY","[TSN] Colby Armstrong","COLBY ARMSTRONG",255,126,"armstco82",0,0,0,0,0,"1982-11-23","6-2","185","R"
"263","RL","ARMSTRONG","COLBY","20 COLBY ARMSTRONG","COLBY ARMSTRONG",256,126,"armstco82",0,0,388,0,0,"1982-11-23","6-2","185","R"
"264","RL","ARMSTRONG","COLBY","19 COLBY ARMSTRONG","COLBY ARMSTRONG",257,126,"armstco82",0,0,18,0,0,"1982-11-23","6-2","185","R"
"265","RL","ARMSTRONG","COLBY","9 COLBY ARMSTRONG","COLBY ARMSTRONG",258,126,"armstco82",0,0,79,0,0,"1982-11-23","6-2","185","R"
"266","C","ARMSTRONG","DEREK","[TSN] Derek Armstrong","DEREK ARMSTRONG",259,127,"armstde73",0,0,0,0,0,"1973-04-23","6-0","197","R"
"267","C","ARMSTRONG","DEREK","32 DEREK ARMSTRONG","DEREK ARMSTRONG",260,127,"armstde73",63,0,0,0,0,"1973-04-23","6-0","197","R"
"268","C","ARMSTRONG","DEREK","7 DEREK ARMSTRONG","DEREK ARMSTRONG",261,127,"armstde73",317,0,0,0,0,"1973-04-23","6-0","197","R"
"269","C","ARMSTRONG","DEREK","17 DEREK ARMSTRONG","DEREK ARMSTRONG",262,127,"armstde73",6,0,0,0,0,"1973-04-23","6-0","197","R"
"270","CR","ARMSTRONG","JOHN","[TSN] John Armstrong","JOHN ARMSTRONG",263,128,"armstjo88",0,0,0,0,0,"1988-02-26","6-2","205","R"
"271","RL","ARMSTRONG","RILEY","[TSN] Riley Armstrong","RILEY ARMSTRONG",264,129,"armstri84",0,0,0,0,0,"1984-11-08","5-11","185","R"
"272","RL","ARMSTRONG","RILEY","40 RILEY ARMSTRONG","RILEY ARMSTRONG",265,129,"armstri84",0,0,2,0,0,"1984-11-08","5-11","185","R"
"273","CL","ARNASON","TYLER","[TSN] Tyler Arnason","TYLER ARNASON",266,130,"arnasty79",0,0,0,0,0,"1979-03-16","5-11","204","L"
"274","CL","ARNASON","TYLER","39 TYLER ARNASON","TYLER ARNASON",267,130,"arnasty79",450,0,0,0,0,"1979-03-16","5-11","204","L"
"275","CL","ARNASON","TYLER","10 TYLER ARNASON","TYLER ARNASON",268,130,"arnasty79",19,0,0,0,0,"1979-03-16","5-11","204","L"
"276","D","ARNESSON","LINUS","[TSN] Linus Arnesson","LINUS ARNESSON",269,131,"arnesli94",0,0,0,0,0,"1994-09-21","6-2","187","L"
"277","D","ARNESSON","LINUS","[CAP] ARNESSON, LINUS","LINUS ARNESSON",270,131,"arnesli94",0,0,0,0,0,"1994-09-21","6-2","187","L"
"278","CR","ARNIEL","JAMIE","[TSN] Jamie Arniel","JAMIE ARNIEL",271,132,"arnieja89",0,0,0,0,0,"1989-11-16","5-11","183","R"
"279","CR","ARNIEL","JAMIE","72 JAMIE ARNIEL","JAMIE ARNIEL",272,132,"arnieja89",1,0,0,0,0,"1989-11-16","5-11","183","R"
"280","C","ARNOLD","BILL","[TSN] Bill Arnold","BILL ARNOLD",273,133,"arnolbi92",0,0,0,0,0,"1992-05-13","6-0","218","R"
"281","C","ARNOLD","BILL","[CAP] ARNOLD, BILL","BILL ARNOLD",274,133,"arnolbi92",0,0,0,0,0,"1992-05-13","6-0","218","R"
"282","C","ARNOLD","BILL","46 BILL ARNOLD","BILL ARNOLD",275,133,"arnolbi92",2,0,0,0,0,"1992-05-13","6-0","218","R"
"283","R","ARNOLD","SCOTT","[TSN] Scott Arnold","SCOTT ARNOLD",276,134,"arnolsc89",0,0,0,0,0,"1989-06-23","6-2","195","R"
"284","C","ARNOTT","JASON","[TSN] Jason Arnott","JASON ARNOTT",277,135,"arnotja74",0,0,0,0,0,"1974-10-11","6-5","220","R"
"285","C","ARNOTT","JASON","44 JASON ARNOTT","JASON ARNOTT",278,135,"arnotja74",343,0,0,0,0,"1974-10-11","6-5","220","R"
"286","C","ARNOTT","JASON","19 JASON ARNOTT","JASON ARNOTT",279,135,"arnotja74",290,0,0,0,0,"1974-10-11","6-5","220","R"
"287","C","ARNOTT","JASON","25 JASON ARNOTT","JASON ARNOTT",280,135,"arnotja74",62,0,0,0,0,"1974-10-11","6-5","220","R"
"288","D","ARONSON","TAYLOR","[TSN] Taylor Aronson","TAYLOR ARONSON",281,136,"aronsta91",0,0,0,0,0,"1991-12-30","6-1","205","R"
"289","D","ARONSON","TAYLOR","[CAP] ARONSON, TAYLOR","TAYLOR ARONSON",282,136,"aronsta91",0,0,0,0,0,"1991-12-30","6-1","205","R"
"290","D","ARSENE","DEAN","[TSN] Dean Arsene","DEAN ARSENE",283,137,"arsende80",0,0,0,0,0,"1980-07-20","6-2","205","L"
"291","D","ARSENE","DEAN","8 DEAN ARSENE","DEAN ARSENE",284,137,"arsende80",0,0,0,13,0,"1980-07-20","6-2","205","L"
"292","LR","ARTYUKHIN","EVGENY","[TSN] Evgeny Artyukhin","EVGENY ARTYUKHIN",285,138,"artyuev83",0,0,0,0,0,"1983-04-04","6-4","255","L"
"293","LR","ARTYUKHIN","EVGENY","76 EVGENY ARTYUKHIN","EVGENY ARTYUKHIN",286,138,"artyuev83",0,0,167,0,0,"1983-04-04","6-4","255","L"
"294","LR","ARTYUKHIN","EVGENY","24 EVGENY ARTYUKHIN","EVGENY ARTYUKHIN",287,138,"artyuev83",0,0,37,0,0,"1983-04-04","6-4","255","L"
"295","L","ARVEDSON","MAGNUS","[TSN] Magnus Arvedson","MAGNUS ARVEDSON",288,139,"arvedma71",0,0,0,0,0,"1971-11-25","6-2","198","L"
"296","L","ARVEDSON","MAGNUS","20 MAGNUS ARVEDSON","MAGNUS ARVEDSON",289,139,"arvedma71",0,92,0,0,0,"1971-11-25","6-2","198","L"
"297","L","ARVEDSON","MAGNUS","21 MAGNUS ARVEDSON","MAGNUS ARVEDSON",290,139,"arvedma71",0,40,0,0,0,"1971-11-25","6-2","198","L"
"298","LR","ARVIDSSON","VIKTOR","[TSN] Viktor Arvidsson","VIKTOR ARVIDSSON",291,140,"arvidvi93",0,0,0,0,0,"1993-04-08","5-9","172","R"
"299","LR","ARVIDSSON","VIKTOR","[CAP] ARVIDSSON, VIKTOR","VIKTOR ARVIDSSON",292,140,"arvidvi93",0,0,0,0,0,"1993-04-08","5-9","172","R"
"300","LR","ARVIDSSON","VIKTOR","38 VIKTOR ARVIDSSON","VIKTOR ARVIDSSON",293,140,"arvidvi93",0,36,0,0,0,"1993-04-08","5-9","172","R"
"301","R","ASHAM","ARRON","[TSN] Arron Asham","ARRON ASHAM",294,141,"ashamar78",0,0,0,0,0,"1978-04-13","5-11","210","R"
"302","R","ASHAM","ARRON","45 ARRON ASHAM","ARRON ASHAM",295,141,"ashamar78",75,0,577,0,0,"1978-04-13","5-11","210","R"
"303","R","ASHAM","ARRON","22 ARRON ASHAM","ARRON ASHAM",296,141,"ashamar78",0,0,82,0,0,"1978-04-13","5-11","210","R"
"304","L","ASHTON","CARTER","[TSN] Carter Ashton","CARTER ASHTON",297,142,"ashtoca91",0,0,0,0,0,"1991-04-01","6-3","215","L"
"305","L","ASHTON","CARTER","[CAP] ASHTON, CARTER","CARTER ASHTON",298,142,"ashtoca91",0,0,0,0,0,"1991-04-01","6-3","215","L"
"306","L","ASHTON","CARTER","37 CARTER ASHTON","CARTER ASHTON",299,142,"ashtoca91",0,0,93,0,0,"1991-04-01","6-3","215","L"
"307","G","ASKEY","TOM","[TSN] Tom Askey","TOM ASKEY",300,143,"askeyto74",0,0,0,0,0,"1974-10-04","6-1","195","L"
"308","L","ASPERUP","MATTHIAS","[TSN] Matthias Asperup","MATTHIAS ASPERUP",301,144,"asperma95",0,0,0,0,0,"1995-03-03","6-0","170","L"
"309","D","ASTASHENKO","KASPARS","[TSN] Kaspars Astashenko","KASPARS ASTASHENKO",302,145,"astaska75",0,0,0,0,0,"1975-02-17","6-2","183","L"
"310","D","ASTON","PETER","[TSN] Peter Aston","PETER ASTON",303,146,"astonpe86",0,0,0,0,0,"1986-02-24","6-1","205","R"
"311","L","ATHANASIOU","ANDREAS","[TSN] Andreas Athanasiou","ANDREAS ATHANASIOU",304,147,"athanan94",0,0,0,0,0,"1994-08-06","6-0","177","L"
"312","L","ATHANASIOU","ANDREAS","[CAP] ATHANASIOU, ANDREAS","ANDREAS ATHANASIOU",305,147,"athanan94",0,0,0,0,0,"1994-08-06","6-0","177","L"
"313","L","ATHANASIOU","ANDREAS","72 ANDREAS ATHANASIOU","ANDREAS ATHANASIOU",13357,147,"athanan94",6,0,0,0,0,"1994-08-06","6-0","177","L"
"314","D","ATHERTON","P.J.","[TSN] P.J. Atherton","P.J. ATHERTON",306,148,"atherpj82",0,0,0,0,0,"1982-08-16","6-1","204","R"
"315","R","ATKINSON","CAM","[TSN] Cam Atkinson","CAM ATKINSON",307,149,"atkinca89",0,0,0,0,0,"1989-06-05","5-8","174","R"
"316","R","ATKINSON","CAM","[CAP] ATKINSON, CAMERON","CAM ATKINSON",308,149,"atkinca89",0,0,0,0,0,"1989-06-05","5-8","174","R"
"317","R","ATKINSON","CAM","13 CAM ATKINSON","CAM ATKINSON",309,149,"atkinca89",0,0,436,0,0,"1989-06-05","5-8","174","R"
"318","D","ATYUSHOV","VITALI","[CAP] ATYUSHOV, VITALI","VITALI ATYUSHOV",310,150,"atyusvi79",0,0,0,0,0,"1979-07-04",NA,NA,NA
"319","R","AUBE-KUBEL","NICOLAS","[TSN] Nicolas Aube-Kubel","NICOLAS AUBE-KUBEL",311,151,"aubekni96",0,0,0,0,0,"1996-05-10","5-11","187","R"
"320","R","AUBE-KUBEL","NICOLAS","[CAP] AUBE-KUBEL, NICOLAS","NICOLAS AUBE-KUBEL",312,151,"aubekni96",0,0,0,0,0,"1996-05-10","5-11","187","R"
"321","R","AUBIN","BRENT","[TSN] Brent Aubin","BRENT AUBIN",313,152,"aubinbr86",0,0,0,0,0,"1986-06-18","5-9","181","R"
"322","G","AUBIN","J-SEBASTIEN","[TSN] J-Sebastien Aubin","J-SEBASTIEN AUBIN",314,153,"aubinjs77",0,0,0,0,0,"1977-07-19","5-11","180","R"
"323","G","AUBIN","J-SEBASTIEN","30 J-SEBASTIEN AUBIN","J-SEBASTIEN AUBIN",315,153,"aubinjs77",0,0,0,0,197,"1977-07-19","5-11","180","R"
"324","G","AUBIN","J-SEBASTIEN","37 J-SEBASTIEN (W)  AUBIN","J-SEBASTIEN AUBIN",316,153,"aubinjs77",0,0,0,0,1,"1977-07-19","5-11","180","R"
"325","G","AUBIN","J-SEBASTIEN","37 J-SEBASTIEN AUBIN","J-SEBASTIEN AUBIN",317,153,"aubinjs77",0,0,0,0,49,"1977-07-19","5-11","180","R"
"326","C","AUBIN","MATHIEU","[TSN] Mathieu Aubin","MATHIEU AUBIN",318,154,"aubinma86",0,0,0,0,0,"1986-09-18","6-2","202","R"
"327","CL","AUBIN","SERGE","[TSN] Serge Aubin","SERGE AUBIN",319,155,"aubinse75",0,0,0,0,0,"1975-02-15","6-1","200","L"
"328","CL","AUBIN","SERGE","10 SERGE AUBIN","SERGE AUBIN",320,155,"aubinse75",73,127,0,0,0,"1975-02-15","6-1","200","L"
"329","C","AUBRY","LOUIS-MARC","[TSN] Louis-Marc Aubry","LOUIS-MARC AUBRY",321,156,"aubrylo91",0,0,0,0,0,"1991-11-11","6-4","205","L"
"330","C","AUBRY","LOUIS-MARC","[CAP] AUBRY, LOUIS-MARC","LOUIS-MARC AUBRY",322,156,"aubrylo91",0,0,0,0,0,"1991-11-11","6-4","205","L"
"331","D","AUCOIN","ADRIAN","[TSN] Adrian Aucoin","ADRIAN AUCOIN",323,157,"aucoiad73",0,0,0,0,0,"1973-07-03","6-2","215","R"
"332","D","AUCOIN","ADRIAN","3 ADRIAN AUCOIN","ADRIAN AUCOIN",324,157,"aucoiad73",0,0,0,156,0,"1973-07-03","6-2","215","R"
"333","D","AUCOIN","ADRIAN","33 ADRIAN AUCOIN","ADRIAN AUCOIN",325,157,"aucoiad73",0,0,0,539,0,"1973-07-03","6-2","215","R"
"334","C","AUCOIN","KEITH","[TSN] Keith Aucoin","KEITH AUCOIN",326,158,"aucoike78",0,0,0,0,0,"1978-11-06","5-8","171","R"
"335","C","AUCOIN","KEITH","37 KEITH AUCOIN","KEITH AUCOIN",327,158,"aucoike78",0,0,53,0,0,"1978-11-06","5-8","171","R"
"336","C","AUCOIN","KEITH","20 KEITH AUCOIN","KEITH AUCOIN",328,158,"aucoike78",22,0,0,0,0,"1978-11-06","5-8","171","R"
"337","C","AUCOIN","KEITH","23 KEITH AUCOIN","KEITH AUCOIN",329,158,"aucoike78",41,0,0,0,0,"1978-11-06","5-8","171","R"
